Cancel,Скасувати,module,Magento_Backend
Delete %1 '%2',Видалити %1 '%2',module,Magento_Backend
Delete %1,Видалити %1,module,Magento_Backend
Block Information,Блокувати Інформацію,module,Magento_Backend
Backup Options,Опції Резервної Копії,module,Magento_Backend
Create DB Backup,Створити Резервну Копію БД,module,Magento_Backend
Yes,Так,module,Magento_Backend
No,Ні,module,Magento_Backend
Delete Store,Видалити магазин,module,Magento_Backend
Delete Web Site,Видалити веб-сайт,module,Magento_Backend
Save Web Site,Зберегти веб-сайт,module,Magento_Backend
Save Store,Зберегти Магазин,module,Magento_Backend
Save Store View,Зберегти Вид Магазину,module,Magento_Backend
Delete Store View,Видалити Вид Магазину,module,Magento_Backend
Edit Web Site,Редагувати Веб Сайт,module,Magento_Backend
New Web Site,Новий Веб-сайт,module,Magento_Backend
Edit Store,Змінити Магазин,module,Magento_Backend
New Store,Новий Магазин,module,Magento_Backend
Edit Store View,Редагувати Вид Магазину,module,Magento_Backend
New Store View,Новий Вид Магазину,module,Magento_Backend
Store Information,Інформація Магазину,module,Magento_Backend
Web Site,Веб-сайт,module,Magento_Backend
Name,Им`я,module,Magento_Backend
Root Category,Коренева Категорія,module,Magento_Backend
Default Store View,Вид Магазину за Замовчування,module,Magento_Backend
Store View Information,Інформація Виду Магазину,module,Magento_Backend
Code,Код,module,Magento_Backend
Status,Статус,module,Magento_Backend
Disabled,Вимкнено,module,Magento_Backend
Enabled,Ввімкнено,module,Magento_Backend
Sort Order,Порядок Сортування,module,Magento_Backend
Web Site Information,Інформація Веб Сайту,module,Magento_Backend
Default Store,Магазин за Замовчуванням,module,Magento_Backend
Set as Default,Зробити Значенням за Замовчуванням,module,Magento_Backend
Stores,Магазини,module,Magento_Backend
Create Website,Створити Веб-сайт,module,Magento_Backend
Create Store,Створити Магазин,module,Magento_Backend
Create Store View,Створити Вид Магазину,module,Magento_Backend
Home,Головна,module,Magento_Backend
Reset,Очистити,module,Magento_Backend
Are you sure you want to do this?,Ви справді бажаєте це зробити?,module,Magento_Backend
Add New Image,Додати Нове Зображення,module,Magento_Backend
Export block for grid %1 is not defined,Експорт блок для таблиці %1 не визначено,module,Magento_Backend
Reset Filter,Скинути фільтр,module,Magento_Backend
Search,Пошук,module,Magento_Backend
Any,Будь-який,module,Magento_Backend
All Countries,Всі Країни,module,Magento_Backend
From,Від,module,Magento_Backend
To,До,module,Magento_Backend
Date selector,Вибір дати,module,Magento_Backend
[ deleted ],[ видалено ],module,Magento_Backend
Select All,Вибрати все,module,Magento_Backend
 [deleted], [Вилучено],module,Magento_Backend
We couldn't find any records.,Ми не змогли знайти жодного запису.,module,Magento_Backend
Add New,Додати новий,module,Magento_Backend
Invalid export type supplied for grid export block,Додано недійсний тип експорту для експорт блоку таблиці,module,Magento_Backend
Export,Експорт,module,Magento_Backend
Please correct the column format and try again.,"Будь-ласка, виправте формат стовпця і повторіть спробу.",module,Magento_Backend
Please select items.,"Будь ласка, виберіть позиції.",module,Magento_Backend
Submit,Підтвердити,module,Magento_Backend
Unknown block type,Невідомий тип блоку,module,Magento_Backend
Please correct the tab configuration and try again. Tab Id should be not empty,"Будь-ласка, виправте конфігурацію вкладки і повторіть спробу. Ідентифікатор вкладки не повинен бути порожнім",module,Magento_Backend
Please correct the tab configuration and try again.,"Будь-ласка, виправте конфігурацію вкладки і повторіть спробу.",module,Magento_Backend
You have logged out.,Ви вийшли з системи.,module,Magento_Backend
Specified cache type(s) don't exist: %1,Вказаний(і) тип(и) кешу не існує(ють): %1,module,Magento_Backend
The image cache was cleaned.,Кеш зображення було очищено.,module,Magento_Backend
An error occurred while clearing the image cache.,Сталася помилка під час очищення кешу зображення.,module,Magento_Backend
The JavaScript/CSS cache has been cleaned.,Кеш JavaScript/CSS було очищено.,module,Magento_Backend
An error occurred while clearing the JavaScript/CSS cache.,Сталася помилка під час очищення JavaScript/CSS кешу.,module,Magento_Backend
The static files cache has been cleaned.,Кеш статичних файлів було очищено.,module,Magento_Backend
You flushed the cache storage.,Ви скинули сховище кешу.,module,Magento_Backend
The Magento cache storage has been flushed.,Сховище Magento кешу було скинуто.,module,Magento_Backend
Cache Management,Управління Кешем,module,Magento_Backend
 %1 cache type(s) disabled., %1 тип(ів) кешу вимкнуто.,module,Magento_Backend
An error occurred while disabling cache.,Сталася помилка під час відключення кешу.,module,Magento_Backend
 %1 cache type(s) enabled., %1 тип(ів) кешу ввімкнуто.,module,Magento_Backend
An error occurred while enabling cache.,Сталася помилка під час увімкнення кешу.,module,Magento_Backend
 %1 cache type(s) refreshed., %1 тип(ів) кешу оновлено.,module,Magento_Backend
An error occurred while refreshing cache.,Сталася помилка під час оновлення кешу.,module,Magento_Backend
Dashboard,Панель управління,module,Magento_Backend
We updated lifetime statistic.,Ми оновили статистику тривалості.,module,Magento_Backend
We can't refresh lifetime statistics.,Ми не можемо оновити статистику тривалості.,module,Magento_Backend
invalid request,Невірний запит,module,Magento_Backend
see error log for details,для подробиць дивіться журнал помилок,module,Magento_Backend
Service unavailable: %1,Недоступний сервіс: %1,module,Magento_Backend
Error,Помилка,module,Magento_Backend
Access Denied.,Доступ Заборонений.,module,Magento_Backend
You need more permissions to do this.,Вам потрібно більше прав для цього.,module,Magento_Backend
No search modules were registered,Жодного пошукового модуля не було зареєстровано,module,Magento_Backend
Please make sure that all global admin search modules are installed and activated.,"Будь-ласка, переконайтеся, що усі загальні пошукові модулі адміністратора встановлені та активовані.",module,Magento_Backend
You saved the account.,Ви зберегли обліковий запис.,module,Magento_Backend
An error occurred while saving account.,Сталася помилка під час збереження облікового запису.,module,Magento_Backend
You deleted the design change.,Ви видалили зміну дизайну.,module,Magento_Backend
You can't delete the design change.,Ви не можете видалити зміну дизайну.,module,Magento_Backend
Store Design,Дизайн Магазину,module,Magento_Backend
Edit Store Design Change,Редагувати Зміну Дизайну Магазину,module,Magento_Backend
You saved the design change.,Ви зберегли зміну дизайну.,module,Magento_Backend
System,Система,module,Magento_Backend
Manage Stores,Управління Магазинами,module,Magento_Backend
The database was backed up.,Резервна копія бази даних була створена.,module,Magento_Backend
We can't create a backup right now. Please try again later.,"Ми не можемо створити резервну копію зараз. Будь ласка, повторіть спробу пізніше.",module,Magento_Backend
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","Видалення %1 не видалить інформацію, пов\'язану з %1 (напр., категорії, товари, і т.і.), але %1 не можна буде відновити. Пропонується створити резервну копію бази даних перед видаленням %1.",module,Magento_Backend
Something went wrong. Please try again.,"Щось пішло не так. Будь-ласка, спробуйте ще раз.",module,Magento_Backend
This store cannot be deleted.,Цей магазин не може бути видаленим.,module,Magento_Backend
You deleted the store.,Ви видалили магазин.,module,Magento_Backend
Unable to delete the store. Please try again later.,"Не вдається видалити магазин. Будь-ласка, повторіть спробу пізніше.",module,Magento_Backend
This store view cannot be deleted.,Цей вид магазину не може бути видаленим.,module,Magento_Backend
Store View,Store View,module,Magento_Backend
You deleted the store view.,Ви видалили вид магазину.,module,Magento_Backend
Unable to delete the store view. Please try again later.,"Не вдається видалити вид магазину. Будь-ласка, повторіть спробу пізніше.",module,Magento_Backend
This website cannot be deleted.,Цей вебсайт не може бути видаленим.,module,Magento_Backend
You deleted the website.,Ви видалили вебсайт.,module,Magento_Backend
Unable to delete the website. Please try again later.,"Не вдається видалити вебсайт. Будь-ласка, повторіть спробу пізніше.",module,Magento_Backend
The website does not exist.,Вебсайт не інсує.,module,Magento_Backend
Before modifying the website code please make sure it is not used in index.php.,"Перед тим, як змінювати код вебсайту, будь-ласка, переконайтеся, що він не використовується у index.php.",module,Magento_Backend
The store does not exist,Магазин не існує,module,Magento_Backend
Store view doesn't exist,Вид магазину не існує,module,Magento_Backend
Before modifying the store view code please make sure it is not used in index.php.,"Перед тим, як змінювати код виду магазину, будь-ласка, переконайтеся, що він не використовується у index.php.",module,Magento_Backend
New ,новий,module,Magento_Backend
You saved the website.,Ви зберегли вебсайт.,module,Magento_Backend
An inactive store view cannot be saved as default store view,Неактивний вид магазину не може бути збережений з метою зберігання за замовчуванням,module,Magento_Backend
You saved the store.,Ви зберегли магазин.,module,Magento_Backend
The default store cannot be disabled,магазин за замовчуванням не може бути відключений,module,Magento_Backend
You saved the store view.,Ви зберегли вид магазину.,module,Magento_Backend
Something went wrong while saving. Please review the error log.,"Щось пішло не так під час збереження. Будь-ласка, перегляньте журнал помилок.",module,Magento_Backend
Last 24 Hours,Останні 24 Години,module,Magento_Backend
Last 7 Days,Останні 7 Днів,module,Magento_Backend
Current Month,Поточний Місяць,module,Magento_Backend
YTD,З Початку Року,module,Magento_Backend
2YTD,З Початку Минулого Року,module,Magento_Backend
Authentication storage is incorrect.,Аутентифікація сховища некоректна.,module,Magento_Backend
You did not sign in correctly or your account is temporarily disabled.,"Ви ввели невірні данні входу, або Ваш обліковий запис тимчасово заблокований.",module,Magento_Backend
Authentication error occurred.,Сталася помилка аутентифікації.,module,Magento_Backend
Admin session lifetime must be less than or equal to 31536000 seconds (one year),Адміністратор час життя сесії повинно бути менше або дорівнює 31536000 секунд (один рік),module,Magento_Backend
Admin session lifetime must be greater than or equal to 60 seconds,Адміністратор час життя сесії повинно бути більше або дорівнює 60 секунд,module,Magento_Backend
Order,Замовлення,module,Magento_Backend
Order # %1,Замовлення # %1,module,Magento_Backend
Access denied,Доступ заборонено,module,Magento_Backend
Please try to sign out and sign in again.,"Будь-ласка, спробуйте вийти і зайти знову.",module,Magento_Backend
"If you continue to receive this message, please contact the store owner.","Якщо ви продовжуєте отримувати це повідомлення, будь ласка, зв'яжіться з власником магазину.",module,Magento_Backend
You need more permissions to access this.,Вам потрібно більше прав для доступу до цього.,module,Magento_Backend
"Welcome, please sign in","Ласкаво просимо, будь-ласка увійдіть",module,Magento_Backend
Username,"Ім'я користувача",module,Magento_Backend
user name,"ім'я користувача",module,Magento_Backend
Password,Пароль,module,Magento_Backend
password,пароль,module,Magento_Backend
Sign in,Увійти,module,Magento_Backend
Select Range:,Вибрати Діапазон:,module,Magento_Backend
No Data Found,Дані Не Знайдено,module,Magento_Backend
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Діаграму вимкнуто. Щоб увімкнути діаграму, клацніть <a href=""%1"">тут</a>.",module,Magento_Backend
Last Orders,Останні Замовлення,module,Magento_Backend
Last Search Terms,Останні Пошукові Фрази,module,Magento_Backend
Top Search Terms,Часті Пошукові Фрази,module,Magento_Backend
There are no search keywords.,Немає таких ключових слів.,module,Magento_Backend
View Statistics For:,Переглянути Статистику Для:,module,Magento_Backend
All Websites,Всі Веб-сайти,module,Magento_Backend
Reload Data,Перезавантажити Дані,module,Magento_Backend
Browse Files...,Перегляд Файлів...,module,Magento_Backend
"Copyright &copy; %1 Magento, Inc. All rights reserved.","Авторське право  &copy; %1 Magento, Inc. Всі права захищені.",module,Magento_Backend
ver. %1,вер. %1,module,Magento_Backend
Magento Admin Panel,Панель Адміністрування Magento,module,Magento_Backend
Account Setting,Нашлаштування облікового запису,module,Magento_Backend
Customer View,Очима Покупця,module,Magento_Backend
Sign Out,Вийти,module,Magento_Backend
About the calendar,Про календар,module,Magento_Backend
Close,Закрити,module,Magento_Backend
Go Today,Перейти на Сьогодні,module,Magento_Backend
Previous,Попередній,module,Magento_Backend
Next,Наступний,module,Magento_Backend
WK,Тижд,module,Magento_Backend
Time,Час,module,Magento_Backend
Hour,Година,module,Magento_Backend
Minute,Хвилина,module,Magento_Backend
JavaScript may be disabled in your browser.,JavaScript може бути відключеним у Вашому браузері.,module,Magento_Backend
To use this website you must first enable JavaScript in your browser.,"Щоб використовувати цей вебсайт, слід спочатку ввімкнути JavaScript у Вашому браузері.",module,Magento_Backend
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Це тільки демо-магазин. Ви можете переглядати й розміщувати замовлення, але нічого не буде оброблено.",module,Magento_Backend
Report Bugs,Повідомити про Помилку,module,Magento_Backend
Store View:,Вид Магазину:,module,Magento_Backend
Stores Configuration,Конфігурації Магазинів,module,Magento_Backend
Please confirm scope switching. All data that hasn't been saved will be lost.,"Будь ласка, підтвердіть перемикання меж. Усі незбережені дані будуть втрачені.",module,Magento_Backend
Additional Cache Management,Додаткове Управління Кешем,module,Magento_Backend
Flush Catalog Images Cache,Скинути Кеш Зображень Каталогу,module,Magento_Backend
Pregenerated product images files,Попередньо згенеровані файли зображень товару,module,Magento_Backend
Flush JavaScript/CSS Cache,Скинути JavaScript/CSS Кеш,module,Magento_Backend
Themes JavaScript and CSS files combined to one file,Теми JavaScript та CSS файли об\'єднані в один файл,module,Magento_Backend
Flush Static Files Cache,Скинути Кеш Статичних Файлів,module,Magento_Backend
Preprocessed view files and static files,Попередньо оброблені файли виду та статичні файли,module,Magento_Backend
Catalog,Каталог,module,Magento_Backend
JavaScript/CSS,JavaScript / CSS,module,Magento_Backend
JavaScript/CSS Cache,JavaScript/CSS Кеш,module,Magento_Backend
No records found.,Записів не знайдено.,module,Magento_Backend
Availability Out of stock, нема в наявності
Images,Зображення,module,Magento_Backend
Big Image,Велике Зображення,module,Magento_Backend
Thumbnail,Мініатюра,module,Magento_Backend
Additional Settings,Додаткові Налаштування,module,Magento_Backend
records found,знайдено записи,module,Magento_Backend
selected,вибрано,module,Magento_Backend
per page,на сторінку,module,Magento_Backend
Previous page,Попередня сторінка,module,Magento_Backend
of %1,з %1,module,Magento_Backend
Next page,Наступна сторінка,module,Magento_Backend
Export to:,Експорт до:,module,Magento_Backend
Actions,Дії,module,Magento_Backend
Mass Actions,Масові дії,module,Magento_Backend
Unselect All,Зняти виділення з усього,module,Magento_Backend
Select Visible,Вибрати видиме,module,Magento_Backend
Unselect Visible,Зняти виділення з видимих,module,Magento_Backend
Changes have been made to this section that have not been saved.,Деякі зроблені у цьому розділі зміни ще не були збережені.,module,Magento_Backend
This tab contains invalid data. Please resolve this before saving.,"Ця вкладка містить неприпустимі дані. Будь ласка, вирішіть це перед збереженням.",module,Magento_Backend
The information in this tab has been changed.,Інформація у цій вкладці була змінена.,module,Magento_Backend
Loading...,Завантаження...,module,Magento_Backend
System Backup,Резервне копіювання системи,module,Magento_Backup
Database and Media Backup,Резервне копіювання бази даних та медіа,module,Magento_Backup
Database Backup,Резервне копіювання бази даних,module,Magento_Backup
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","На Windows-системах архів можна розпакувати за допомогою <a href=""%1"">%2</a>.",module,Magento_Backup
You need more permissions to activate maintenance mode right now.,"Вам потрібно більше прав, щоб активувати режим тех. обслуговування прямо зараз.",module,Magento_Backup
"To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.","Щоб створити резервну копію, будь ласка, зніміть позначку ""Перевести крамницю у режим тех. обслуговування"" або оновіть ваші права доступу.",module,Magento_Backup
Something went wrong while putting your store into maintenance mode.,Щось пішло не так під час переведення вашої крамниці у режим тех. обслуговування.,module,Magento_Backup
You need more free space to create a backup.,Вам потрібно більше вільного простору для створення резервної копії.,module,Magento_Backup
You need more permissions to create a backup.,Вам потрібно більше прав для створення резервної копії.,module,Magento_Backup
We can't create the backup right now.,Ми не можемо створити резервну копію зараз.,module,Magento_Backup
Backups,Резервні копії,module,Magento_Backup
System,Система,module,Magento_Backup
Tools,Інструменти,module,Magento_Backup
Backup,Резервне копіювання,module,Magento_Backup
We can't delete one or more backups.,Ми не можемо видалити одну чи кілька резервних копій.,module,Magento_Backup
failed,не вдалося,module,Magento_Backup
successful,вдало,module,Magento_Backup
You deleted the selected backup(s).,Ви видалили вибрану(і) резервну(і) копію(ї).,module,Magento_Backup
Can't load snapshot archive,Немає змоги завантажити архів знімка,module,Magento_Backup
Please correct the password.,"Будь ласка, виправте пароль.",module,Magento_Backup
"To complete the rollback, please deselect ""Put store into maintenance mode"" or update your permissions.","Для завершення відкату, будь ласка, зніміть позначку ""Перевести крамницю у режим тех. обслуговування"" або оновіть ваші права доступу.",module,Magento_Backup
We can't find the backup file.,Ми не можемо знайти файл резервної копії.,module,Magento_Backup
